,,,
503,buy retard items aku cant blieve,"babi enjoy ur loss kau fuc , kijng garbage piece of shit",1
504,"enjoy ur loss kau fuc , kijng garbage piece of shit je",babi get cancers semua sia,1
505,get cancers semua lah,bodoh retard im legend 5 idiot bastard noob,1
506,retard im legend 5 idiot bastard noob,babi shut tu fuck up ke,1
507,shut tu fuck up je,sucker ke,1
508,sucker,dan be useless,1
509,dan be useless,aduh team boleh feed every noob,1
510,team boleh feed every noob,unbelievable macam mana people boleh be so teruk to lose thsi game sia,0
511,unbelievable macam mana people boleh be so teruk to lose thsi game kot,fucking trash of humanity,1
512,fucking trash of humanity je,nice fair matchmaking,0
513,nice fair matchmaking we,tak fucking one,1
514,tak fucking one sia,even treads on agi wei,0
515,even treads on agi je,aku cant believe macam mana lowskill dan stupid people boleh be lah,1
516,,clock kot,0
517,,one curse dan kau boys run ? we,0
518,,fuck ni team je,1
519,fuck ni team wei,babi report noob team,1
520,,end tolong lah,0
521,,fucking pieces of trash,1
522,,ni tu undying we,0
523,,wtf tu kau doing,1
524,,macam mana often ke,0
525,macam mana often lah,kau had so much luck . 100 chance for tu fucking skill,1
526,,twice aku get ni shitty brood as a core . kot,1
527,,ez predicted pango,0
528,,report ursa kot,0
529,,apa sound do kau think aku make when aku eat cum,1
530,,feeed aku more,0
531,,f ck ni we,1
532,,aduh ni lineup tu fucking stupid wei,1
533,ni lineup tu fucking stupid,these,0
534,these ke,dan storm spends more time typing than anything else,0
535,dan storm spends more time typing than anything else wei,ill sit kat base,0
536,ill sit kat base we,bodoh ni fucking ursa try hard sia,1
537,ni fucking ursa try hard we,did anything except feed lol je,0
538,did anything except feed lol,sounds mantap lah,0
539,sounds mantap kot,who kept whining,0
540,,aduh np our sf tu totaly autistic lah,1
541,np our sf tu totaly autistic lah,babi sf tu brainlet we,1
542,sf tu brainlet,babi pathetic am pick kat unranked,1
543,,ya kita know tu je,0
544,,noobs always goes core wei,1
545,,just pretend tu man doesn't exist . . .,0
546,just pretend tu man doesn't exist . . .,cool,0
547,cool ke,aduh pa realy shit je,1
548,pa realy shit,bodoh look tu shit pa,1
549,look tu shit pa wei,ez pergi fuck ur mather pla wei,1
550,ez pergi fuck ur mather pla ke,let them def wtf,1
551,,5 asshole move together,1
552,5 asshole move together wei,asshole,1
553,asshole lah,aduh fuc k kau asshole wei,1
554,fuc k kau asshole sia,people ke,0
555,people lah,"ck kau need to study , half kau punya senteces make tak sense",0
556,,aduh stfu techies player,1
557,,tu was a 3v1 sangat ? lah,0
558,tu was a 3v1 sangat ? wei,thats apa kau punya mum said sia,0
559,,kita tu late game wei,0
560,,kenapa kau play whis shit heroes,0
561,kenapa kau play whis shit heroes,reported pa kot,0
562,reported pa ke,peace of shits kot,1
563,,ill out retard kau punya feed jangan worry sia,0
564,ill out retard kau punya feed jangan worry,report alch for tak having 0 . 25 seconds per atk je,0
565,,he's mantap,0
566,he's mantap lah,cancer sup,0
567,,should aku stay or should aku pergi sekarang we,0
568,,nice rosh ke,0
569,,party ? ? ? kot,0
570,party ? ? ?,cum back ? ? lah,1
571,,rrei rrei vei pei jonge' kot,0
572,,asshole lah,1
573,,aku jangan know kot,0
574,,report him,0
575,report him,babi there tu a tip for noob player macam am we,1
576,there tu a tip for noob player macam am,bodoh kalau kau tu some kind of retard,1
577,kalau kau tu some kind of retard wei,ply sup kot,0
578,ply sup ke,kita really,0
579,kita really we,team respect him we,0
580,,pheonix,0
581,pheonix sia,omg tu pheonix plays d wei,0
582,,im going to hook ke,0
583,,antimage dan axe wei,0
584,antimage dan axe ke,tak boleh even fucking finish a game already won,1
585,,1v3 fore apa,0
586,1v3 fore apa,pergi next ty lah,0
587,pergi next ty,babi cant believe a retard wanbts to bunuh instead of ending tu game,1
588,cant believe a retard wanbts to bunuh instead of ending tu game sia,babi retard aku punya fucking team sia,1
589,,tolong,0
590,,macam mana tu these ranks equal ? je,0
591,macam mana tu these ranks equal ? lah,felt teruk right ? je,0
592,,kau care ? ! ? ! ?,0
593,kau care ? ! ? ! ? lah,thank kau for improving tu dota 2 community,0
594,,tu feel so mantap,0
595,tu feel so mantap,aku punya team doesnt deserve to get out of lp,0
596,aku punya team doesnt deserve to get out of lp wei,or whatever,0
597,,it fucked aku more than kau . ke,1
598,it fucked aku more than kau . lah,babi apa a joe lah,1
599,apa a joe lah,babi dude tu other team doesnt wanna hear kau be a little bitch either,1
600,dude tu other team doesnt wanna hear kau be a little bitch either lah,stop it ke,0
601,stop it we,apa a joke kot,1
602,apa a joke ke,aduh macam mana tu fuck did kita win tu kot,1
603,macam mana tu fuck did kita win tu,anyway tinker counter kau punya teamate tapi kau counter aku,0
604,anyway tinker counter kau punya teamate tapi kau counter aku je,ratas todos,0
605,,aku will show ni game to semua aku punya support,0
606,aku will show ni game to semua aku punya support lah,macam mana to win wei,0
607,macam mana to win ke,oracle win ni shit solo wei,1
608,,thanks,0
609,thanks sia,boleh win,0
610,,report pudge sia,0
611,,aduh never pick aku punya rune lagi bitch !,1
612,never pick aku punya rune lagi bitch ! kot,aduh for tu shit aku will make kau bleed riki,1
613,for tu shit aku will make kau bleed riki,babi void ulti dan run macam a bitch ? d,1
614,void ulti dan run macam a bitch ? d je,bodoh fuk ni game,1
615,fuk ni game,wtf was tu d we,1
616,,holy shit ke,1
617,,lol aku was talking to aku punya brother wei,0
618,lol aku was talking to aku punya brother,cant fuck dengan oracle !,1
619,,report pudge we,0
620,,fuck off sia,1
621,fuck off ke,suck aku punya cock,1
622,,aku commend kau punya fucking rat we,1
623,,useless lc dan dark wei,1
624,useless lc dan dark,aku have sekarang sb im tak idiot anymore sia,1
625,aku have sekarang sb im tak idiot anymore lah,bodoh lc dan moph useless,1
626,lc dan moph useless,aduh tu must noob lc ever,1
627,tu must noob lc ever sia,pls report aku punya team,1
628,,jangan touch aku punya support we,0
629,,gila nice safelane,0
630,gila nice safelane lah,nice first bunuh,0
631,nice first bunuh sia,comeback tu real lah,0
632,,random on ranekd match wei,0
633,,aduh pudge lock dan ni warm shit ke,1
634,pudge lock dan ni warm shit,kita w8ed kau punya fucking weaver,1
635,,roberd tu penix kot,1
636,roberd tu penix lah,kau look right cause aku was left,0
637,kau look right cause aku was left kot,aku look left cause kau aint right ke,0
638,aku look left cause kau aint right,hey divine sia,0
639,,commend tatu boila sia,0
640,,call roshan kot,0
641,call roshan sia,aduh ur puck braindead je,1
642,ur puck braindead sia,holy wshit we,1
643,holy wshit wei,jebaited . com,1
644,jebaited . com lah,aku know apa kau feel,0
645,,aku hate doin ni sia,0
646,aku hate doin ni sia,fucking hell,1
647,fucking hell,alreadyt,0
648,alreadyt je,balanced af,0
649,balanced af,babi tjhis shitty hero,1
650,tjhis shitty hero we,ni hero tu broken kot,0
651,,he free fucking hit je,1
652,he free fucking hit kot,bodoh aku want report ni shit,1
653,,by selling ur mom's anus ? kot,1
654,by selling ur mom's anus ?,playing dengan legend ke,0
655,,fucktard russian ke,1
656,fucktard russian,person aku have ever played dengan sia,0
657,person aku have ever played dengan,tu most retarded lah,1
658,tu most retarded wei,"ca , n't kau fucking jap ?",1
659,,he predictedf it sia,0
660,,gila interesting hero,0
661,,kau just saw erick wright guide,0
662,kau just saw erick wright guide,chestn je,0
663,chestn wei,btw jangan report aku punya steam acc for containing nigger kat it kot,1
664,btw jangan report aku punya steam acc for containing nigger kat it,bodoh tell pduge to pergi fuck his mamka sia,1
665,tell pduge to pergi fuck his mamka wei,fuck it,1
666,fuck it,on afk je,0
667,,report semua team ty ke,1
668,,ty ! kot,0
669,ty !,think about it lah,0
670,,holly swhit je,1
671,,wanna feel tu real fuck ? je,1
672,,aku punya team sucks . . je,1
673,,report ni mother fucker lah,1
674,report ni mother fucker we,fuck ni ke,1
675,,wher tu they ? ke,0
676,,who got tu shit,1
677,who got tu shit je,on block we,0
678,,ty fro free xp noobs,1
679,,babi fucking noob team,1
680,fucking noob team sia,they tak skill fear tu fuck,1
681,,kau cant win kenapa bother je,0
682,kau cant win kenapa bother sia,dan ur actually tak kot,0
683,dan ur actually tak,gl dengan kau punya next shitty game,1
684,,carry total shit kot,1
685,carry total shit,atleast aku jangan suck dick kot,1
686,atleast aku jangan suck dick je,almost 1 shot ke,0
687,almost 1 shot wei,fuck ni sia,1
688,fuck ni,pls end aku punya suffering ke,0
689,,cant pergi as 5 je,0
690,cant pergi as 5 ke,thats it,0
691,,wp another progress for decision making kot,0
692,wp another progress for decision making,bodoh every game kau have to get 2 cores tu tu absolute cunts je,1
693,,low skill inv dan usless lion,1
694,,agora to brabo je,0
695,,jangan do tu sia,0
696,jangan do tu,tolong lah,0
697,tolong wei,babi aku think tu pinoy player so fuck,1
698,aku think tu pinoy player so fuck lah,didnt know macam mana to deff,0
699,,babi kenapa semua pergi for aku noobs wei,1
700,,sangat much greedy ! ! lah,0
701,sangat much greedy ! ! je,im tak herald we,0
702,,bodoh iz aku punya team semua noobs lah,1
703,,fuck pit lah,1
704,fuck pit we,pushh dan end lmao ke,0
705,,watching macam mana aku mati then they due je,0
706,,gg wp team we,0
707,,kenapa tak bash on quop,0
708,,ofc ur fking duel lah,1
709,,blame aku punya noob teammates kot,1
710,blame aku punya noob teammates,aku punya team lost we,0
711,aku punya team lost wei,hes tak aku punya friend,0
712,,pff sniper lah,0
713,,report brood ty sia,0
714,report brood ty sia,mos useles brood kat tu universe,1
715,,mantap to throw,0
716,mantap to throw je,when kau got noob carry d,1
717,,babi nachooks tite mo gago,1
718,nachooks tite mo gago wei,hoy ipis,1
719,,aku m leave dan pergi watch certoon,0
720,,thanks for game je,0
721,,lol ty ke,0
722,,babi u deserve to win with that tryhard lul leh,1
723,"mantap game , well played",realyy alone or dengan 3 ? ?,0
724,realyy alone or dengan 3 ? ? kot,apa tu fuck tu wrong storm,1
725,apa tu fuck tu wrong storm we,dan tu phatetic team winss ke,1
726,,aduh boleh kau call him a fat fuck for aku ?,1
727,boleh kau call him a fat fuck for aku ? we,undying sangat stronk ke,0
728,,acaboui,0
729,acaboui wei,q throw foi esse od,0
730,,babi nice try dick head,1
731,nice try dick head,retard team sia,1
732,,aku tot semua of kau guys tu carry ? je,0
733,aku tot semua of kau guys tu carry ?,accout buyer lah,0
734,accout buyer wei,bodoh typical pinoiy,1
735,typical pinoiy,play macam a shit kot,1
736,play macam a shit lah,3 ancient kat btm feed,0
737,3 ancient kat btm feed,lol when did kau see 4 bot ? lol wei,0
738,lol when did kau see 4 bot ? lol ke,dark willow pls jangan use ni hero je,0
739,dark willow pls jangan use ni hero sia,kau suck kat it lah,1
740,,it's for kau lah,0
741,,scary we,0
742,scary,there tu tak scars,0
743,there tu tak scars lah,scary,0
744,,bait of tu year sia,0
745,,babi suck m cock,1
746,suck m cock,she tu just having mantap time dengan creeps wei,0
747,she tu just having mantap time dengan creeps we,tu he playing dengan dial up ? kot,0
748,,wtf drow came back je,1
749,wtf drow came back ke,kita have noob cary lah,1
750,kita have noob cary wei,fucking idiot team,1
751,fucking idiot team je,kau have mantap team,0
752,,wtf ?,1
753,wtf ? we,babi wtf aku thought sea asia got sangat many noobn,1
754,,dengan ni idiots sia,1
755,,aku punya hc tu weaver we,0
756,aku punya hc tu weaver,weaver handless,0
757,,apa tu fuckj tu aku punya bane dojng lah,1
758,apa tu fuckj tu aku punya bane dojng sia,thanks for fucking playni,1
759,thanks for fucking playni,finsih,0
760,,nice hair cm,0
761,nice hair cm wei,sex ? kot,1
762,sex ? sia,apa sex ? it just a compliment wei,1
763,apa sex ? it just a compliment,report ni cunt sia,1
764,report ni cunt ke,mana tu he ? ke,0
765,mana tu he ? wei,show aku ur pussy,1
766,show aku ur pussy,rip english ke,0
767,,bitches dan hoes kot,1
768,bitches dan hoes,merry xmas ! ke,0
769,,5k hrs ni meepo lmao ke,0
770,5k hrs ni meepo lmao,to feed we,0
771,to feed,typical russian scum lah,1
772,typical russian scum,aduh son of a whore dan donkey sia,1
773,son of a whore dan donkey kot,rly ? je,0
774,rly ? sia,kau wouldnt win kalau kita didnt have ni meepo feeding,0
775,,fucking russiano kot,1
776,fucking russiano wei,cyka russki ke,1
777,cyka russki,on fountain we,0
778,,wtf tu ni wei,0
779,wtf tu ni,aduh pudge tu just dicking around sia,1
780,pudge tu just dicking around kot,fucking divine 3 kot,1
781,fucking divine 3,tapi acts macam herlad 1 sia,0
782,tapi acts macam herlad 1,sick insult ke,0
783,sick insult sia,idk macam mana tu fuck he feeds so much je,1
784,idk macam mana tu fuck he feeds so much sia,macam mana much kau charge a night ? lah,0
785,macam mana much kau charge a night ? je,report wk pls thnaks,0
786,report wk pls thnaks,treants hc je,0
787,,throne je,0
788,,c,0
789,c sia,kenapa yiu focus him wei,0
790,,cant talk sekarang ?,0
791,,ni zeus je,0
792,,babi aku punya team suck hard,1
793,,babi gg ni fuckin shit moron meepo,1
794,gg ni fuckin shit moron meepo,bodoh he tu 1 idot player sia,1
795,he tu 1 idot player lah,bodoh fuckin boster nooob,1
796,,tak tt tolong sia,0
797,,pergi end tak team work,0
798,pergi end tak team work lah,semua solo gaming sia,0
799,,bodoh ni team tu so noob sori,1
800,,a moy kupil bloodthorn ? lah,0
801,,kau trash ?,1
802,,creep block tu sangat strong,0
803,,rly trash,1
804,,bodoh kau fucking asshole,1
805,,report ember pls thanks je,0
806,,pls some bombs kat russia will be great je,1
807,pls some bombs kat russia will be great,dan aku wasnt even moving,0
808,dan aku wasnt even moving wei,pudge tu real sia,0
809,,he abandoned last game we,0
810,he abandoned last game we,he dint want to play dengan tech sia,0
811,he dint want to play dengan tech,report bh semua ke,0
812,,aku had ni image of cm dan mirana blowing sniper je,0
813,aku had ni image of cm dan mirana blowing sniper sia,tu was tu most basic ugly cm model ke,1
814,tu was tu most basic ugly cm model ke,has a small space ke,0
815,has a small space sia,tu shows cleavage kot,0
816,tu shows cleavage,aku heard jug called yoiur mom a whore kot,1
817,,report useles timber pls,1
818,,report trooll kot,0
819,report trooll ke,these guys sia,0
820,,bodoh hahahahah aku cant believe apa retards aku have,1
821,hahahahah aku cant believe apa retards aku have,ni enigma dan ench tu totaly usseles,1
822,ni enigma dan ench tu totaly usseles ke,aku have nothing ke,0
823,aku have nothing,"yeah , thats it",0
824,"yeah , thats it",pros against retards je,1
825,pros against retards,aku play ni hero for tu first time,0
826,,comend,0
827,comend ke,easy,0
828,,tak really wei,0
829,tak really kot,alright youre just an idiot,0
830,alright youre just an idiot kot,tak really,0
831,,slark actually retarded,1
832,,hes fucking god wei,1
833,,phew sia,0
834,phew kot,useless dk glass cannon didnt wanna play dengan team get blink sb or tank macam a dk does kat tu line up kita have kot,1
835,useless dk glass cannon didnt wanna play dengan team get blink sb or tank macam a dk does kat tu line up kita have wei,worth lah,0
836,,really ? ke,0
837,really ?,bodoh end ni tb so noob kot,1
838,,ops sori semua chatr,0
839,ops sori semua chatr,kau mean fuck of ? kot,1
840,kau mean fuck of ? sia,bodoh shut up vpoid youre fucking terrible wei,1
841,shut up vpoid youre fucking terrible kot,kalau aku was tak kat ni voids team aku wish he has a loss fuck it,1
842,kalau aku was tak kat ni voids team aku wish he has a loss fuck it,might as well sell it je,0
843,,rofl wei,0
844,rofl,top lah,0
845,top je,shut tu fuck up man sia,1
846,shut tu fuck up man,who thinks he tu miracle,0
847,who thinks he tu miracle,so fucking shit,1
848,so fucking shit,ward ?,0
849,ward ? je,a anceint acc wei,0
850,a anceint acc je,im only tu ral miracle,0
851,im only tu ral miracle sia,nothing more lah,0
852,,so glad tak losing ot anti fun sia,0
853,,bathrooom,0
854,,che nyx,0
855,,dan tu confused as to kenapa shes getting her ass kicked,0
856,dan tu confused as to kenapa shes getting her ass kicked je,ni dumbass thinks tu turbo means every hero turns into an sb or axe ke,0
857,,so goodp layer stacking armor auras kot,0
858,,kenapa aku punya team macam 2k players we,0
859,,he kat game sia,0
860,he kat game ke,have to do ni lagi ke,0
861,,wtf ? kot,1
862,wtf ? ke,bate mais forte fia,0
863,,so typical sia,0
864,,ty for ni bash we,0
865,,aduh shityt pudge je,1
866,shityt pudge kot,shitty pudhge wei,1
867,shitty pudhge lah,aduh shitty carry we,1
868,shitty carry sia,aduh shitty mid kot,1
869,shitty mid je,tu fuck kau doing there wei,1
870,,aduh aku hope kau mati dari cancer huskar ke,1
871,aku hope kau mati dari cancer huskar,end it sia,0
872,,give reason to pause,0
873,give reason to pause,its new years day je,0
874,its new years day,ni void,0
875,,bodoh kenapa meepo so noob kot,1
876,kenapa meepo so noob wei,fake ancient,0
877,,wtf ni team lah,1
878,wtf ni team ke,one way rape train wei,1
879,,just w8 idiot s shit remack wei,1
880,just w8 idiot s shit remack,try to ss our base,0
881,try to ss our base,tu it wex je,0
882,tu it wex,apa ? lah,0
883,apa ?,fucing shit ni team scks,1
884,fucing shit ni team scks,abby fuckboy kot,1
885,abby fuckboy,they will tak coming back ke,0
886,,game of retards lah,1
887,,tak online steam,0
888,tak online steam lah,bodoh sf little pussy,1
889,,"op heroes , shit picks je",1
890,,kau cant touch ni lah,0
891,,mantap datang back wp guys ke,0
892,,it tu macam aku punya signature hero lah,0
893,it tu macam aku punya signature hero sia,tolong shut tu fuck up dan play lah,1
894,tolong shut tu fuck up dan play kot,tak a single one of them went above 12k networth,0
895,tak a single one of them went above 12k networth lah,ni hero tu dead,0
896,ni hero tu dead,tu also plays a factor,0
897,tu also plays a factor sia,report clingz tolong kot,0
898,report clingz tolong,had so fucking enough of ni jugg carrys dan teir friends lah,1
899,had so fucking enough of ni jugg carrys dan teir friends we,kau tu solo faming top while ur t2 tu getting fucked wei,1
900,kau tu solo faming top while ur t2 tu getting fucked je,dengan ni shitshiow,1
901,dengan ni shitshiow ke,sori mate lah,0
902,sori mate,aduh id trade ur pudge fo our flaming brainless clingz anyway 3 wei,1
903,id trade ur pudge fo our flaming brainless clingz anyway 3 sia,datang dengan kita pudge,0
904,datang dengan kita pudge wei,bodoh brainless clingz lol je,1
905,brainless clingz lol,jangan ned bots,0
906,jangan ned bots ke,oh tak jap ure building a fucking hex dengan a lion ke,1
907,oh tak jap ure building a fucking hex dengan a lion lah,i build something retarded . . . . lemme blame it on team mate' we,1
908,i build something retarded . . . . lemme blame it on team mate',tu alcohol kau know,0
909,tu alcohol kau know wei,when kita tu done clingz make sure to give jugg a mantap sucky sucky as a thank kau tu he carried ur ass ok ? je,1
910,when kita tu done clingz make sure to give jugg a mantap sucky sucky as a thank kau tu he carried ur ass ok ? ke,for champagne dan sucking,0
911,for champagne dan sucking,cant believe macam mana much lion tu sucking juggs dick over a joke lol,0
912,cant believe macam mana much lion tu sucking juggs dick over a joke lol je,bodoh its tak gay kalau im a girl kau dipshit lmao wei,1
913,its tak gay kalau im a girl kau dipshit lmao,tu was mantap we,0
914,,gl further kot,0
915,gl further je,dan kita have ke,0
916,dan kita have,babi loser dan retard kot,1
917,,tolong,0
918,,so fucking mantap wei,1
919,so fucking mantap wei,aduh son of whore legion,1
920,son of whore legion,babi son of whore legion wood,1
921,,bodoh useless wr wei,1
922,,fucking try hard kot,1
923,,tu he a moron we,1
924,,cause it's gg,0
925,cause it's gg,tak aku punya item d lah,0
926,,chen's kat kau punya ancients je,0
927,chen's kat kau punya ancients sia,add aku on snap stormselect12 ke,0
928,add aku on snap stormselect12 sia,rampage tolong,0
929,,hi am kot,0
930,,aku have one mexican,0
931,aku have one mexican,report quiter dan invoker pls wei,1
932,,creeps,0
933,creeps kot,pudge mantap ke,0
934,,bodoh he tu coming idiot wei,1
935,,try harder kot,0
936,,bunuh tu siege wei,0
937,,rteport ni stupid nyx ke,1
938,,cant bunuh wk ? wei,0
939,,yeah hes gone,0
940,,kenapa tu he laning wei,0
941,kenapa tu he laning,tu tinker seriously laning ?,0
942,,hey,0
943,,"gg , fucking archons",1
944,,hey we,0
945,hey,wheres sniper we,0
946,wheres sniper kot,babi tolong report ni shit np,1
947,tolong report ni shit np we,he was honestly kau punya best player je,0
948,he was honestly kau punya best player we,babi kat aku punya arsehole wei,1
949,,wtf tu those slashes we,1
950,,so just jap,0
951,so just jap,we're tak entirely sure lah,0
952,we're tak entirely sure we,wtf its happen dengan ni ck,1
953,wtf its happen dengan ni ck wei,kita tu playing 15 minute game for 30 mins already wei,0
954,,commend wei,0
955,,broke items,0
956,,techies 3 ke,0
957,techies 3 je,am 3 kot,0
958,am 3 sia,techies wei,0
959,techies sia,aku want to lose cuz aku am noob kot,0
960,aku want to lose cuz aku am noob sia,reason ?,0
961,,ty tu game kot,0
962,ty tu game ke,motheryfcjer je,1
963,,yeah sadly tak aku punya acc,0
964,,tu ks tu real,0
965,,aduh play fair bitch,1
966,play fair bitch,its alright,0
967,its alright lah,aduh kau boleh suck aku punya dick . sia,1
968,,ya fuck ni game,1
969,,babi 3 idiots kat team kot,1
970,,wtf tu ur pick,1
971,wtf tu ur pick we,tu aku boleh def sia,0
972,tu aku boleh def,pick idiot heros,1
973,pick idiot heros,win game,0
974,,tu kau wanna play dengan tu lich . . ? ? lah,0
975,tu kau wanna play dengan tu lich . . ? ?,make it a sufferig for ni shit lc,0
976,make it a sufferig for ni shit lc,kita coo wei,0
977,,datang back ke,0
978,datang back ke,so it's tak comeback ' ke,0
979,so it's tak comeback ' sia,sori for him,0
980,,commend carry je,0
981,,ask support wei,0
982,ask support wei,another ez kot,0
983,,a sf ke,0
984,,kenapa hate aku,0
985,kenapa hate aku we,hehe hope kau punya mom gets cancer sia,1
986,hehe hope kau punya mom gets cancer,tu macam mana kau doit we,0
987,tu macam mana kau doit,would be embarriising otherwise ke,0
988,,fck tak thx ?,1
989,fck tak thx ?,sekarang pause for kita thx lah,0
990,sekarang pause for kita thx,kita jangan care,0
991,kita jangan care sia,babi k time to end kau ignorant fuckers,1
992,k time to end kau ignorant fuckers,bodoh apa a deek ?,1
993,apa a deek ? ke,lobby ?,0
994,,im cancer archon hrhehe wei,1
995,,aku achamo we,0
996,,putin suck dick faggot retard autist car trunk cliff fucker mati,1
997,putin suck dick faggot retard autist car trunk cliff fucker mati kot,press 1 kalau kau think legion tu a retard sia,1
998,,hes offline,0
999,,as fucking hell,1
1000,,so ez russian shits,1